Distrito,cabecera.distrital,Partido,Estado,Media,Rango menor,Rango superior
E9D6,LA MAGDALENA CONTRERAS,MORENA,CIUDAD DE MÉXICO,42.11%,39.45%,44.34%
E9D10,MIGUEL HIDALGO,MORENA,CIUDAD DE MÉXICO,34.44%,31.13%,37.22%
E9D9,TLAHUAC,MORENA,CIUDAD DE MÉXICO,49.91%,42.91%,55.79%
E9D14,TLALPAN,MORENA,CIUDAD DE MÉXICO,50.77%,45.57%,55.13%
E9D5,TLALPAN,MORENA,CIUDAD DE MÉXICO,46.64%,43.25%,49.48%
E9D11,VENUSTIANO CARRANZA,MORENA,CIUDAD DE MÉXICO,44.88%,37.98%,50.67%
E9D21,XOCHIMILCO,MORENA,CIUDAD DE MÉXICO,49.98%,46.75%,52.68%
E5D3,MONCLOVA,MORENA,COAHUILA,32.67%,31.03%,34.06%
E5D1,PIEDRAS NEGRAS,MORENA,COAHUILA,31.16%,30.37%,31.82%
E5D4,SALTILLO,MORENA,COAHUILA,29.01%,27.71%,30.09%
E5D7,SALTILLO,MORENA,COAHUILA,32.36%,30.14%,34.23%
E5D2,SAN PEDRO,MORENA,COAHUILA,34.22%,32.18%,35.93%
E5D5,TORREON,MORENA,COAHUILA,31.56%,29.69%,33.13%
E5D6,TORREON,MORENA,COAHUILA,37.83%,35.45%,39.83%
E6D1,COLIMA,MORENA,COLIMA,34.75%,32.47%,36.65%
E6D2,MANZANILLO,MORENA,COLIMA,38.56%,36.75%,40.07%
E10D2,GOMEZ PALACIO,MORENA,DURANGO,36.85%,33.90%,39.32%
E10D3,GUADALUPE VICTORIA,MORENA,DURANGO,29.11%,25.66%,32.00%
E10D1,VICTORIA DE DURANGO,MORENA,DURANGO,23.89%,18.91%,28.06%
E10D4,VICTORIA DE DURANGO,MORENA,DURANGO,23.16%,18.22%,27.30%
E11D14,ACAMBARO,MORENA,GUANAJUATO,23.94%,22.18%,25.43%
E11D12,CELAYA,MORENA,GUANAJUATO,27.38%,23.01%,31.06%
E11D4,GUANAJUATO,MORENA,GUANAJUATO,19.54%,18.90%,20.08%
E11D15,IRAPUATO,MORENA,GUANAJUATO,26.77%,25.98%,27.44%
E11D9,IRAPUATO,MORENA,GUANAJUATO,24.21%,22.24%,25.86%
E11D11,LEON,MORENA,GUANAJUATO,18.00%,16.77%,19.04%
E11D3,LEON,MORENA,GUANAJUATO,16.91%,15.51%,18.08%
E11D5,LEON,MORENA,GUANAJUATO,18.19%,16.88%,19.30%
E11D6,LEON,MORENA,GUANAJUATO,18.36%,16.54%,19.89%
E11D8,SALAMANCA,MORENA,GUANAJUATO,28.86%,27.95%,29.63%
E11D7,SAN FRANCISCO DEL RINCON,MORENA,GUANAJUATO,19.85%,18.43%,21.04%
E11D1,SAN LUIS DE LA PAZ,MORENA,GUANAJUATO,20.09%,18.99%,21.01%
E11D2,SAN MIGUEL DE ALLENDE,MORENA,GUANAJUATO,25.51%,24.33%,26.51%
E11D10,URIANGATO,MORENA,GUANAJUATO,22.98%,20.06%,25.44%
E11D13,VALLE DE SANTIAGO,MORENA,GUANAJUATO,24.70%,21.07%,27.75%
E12D4,ACAPULCO,MORENA,GUERRERO,48.35%,46.41%,49.97%
E12D9,ACAPULCO,MORENA,GUERRERO,44.40%,42.00%,46.41%
E12D8,AYUTLA DE LOS LIBRES,MORENA,GUERRERO,36.79%,31.26%,41.43%
E12D1,CD. ALTAMIRANO,MORENA,GUERRERO,40.40%,29.44%,49.60%
E12D6,CHILAPA,MORENA,GUERRERO,31.36%,21.43%,39.70%
E12D7,CHILPANCINGO,MORENA,GUERRERO,40.73%,38.35%,42.73%
E12D2,IGUALA,MORENA,GUERRERO,37.22%,33.58%,40.28%
E12D5,TLAPA,MORENA,GUERRERO,39.01%,31.96%,44.93%
E12D3,ZIHUATANEJO,MORENA,GUERRERO,44.66%,32.81%,54.60%
E13D3,ACTOPAN,MORENA,HIDALGO,45.85%,42.55%,48.61%
E13D1,HUEJUTLA DE REYES,MORENA,HIDALGO,35.13%,33.01%,36.91%
E13D2,IXMIQUILPAN,MORENA,HIDALGO,42.99%,41.76%,44.03%
E13D6,PACHUCA DE SOTO,MORENA,HIDALGO,43.76%,41.36%,45.78%
E13D7,TEPEAPULCO,MORENA,HIDALGO,42.94%,40.29%,45.16%
E13D5,TULA DE ALLENDE,MORENA,HIDALGO,46.90%,45.72%,47.89%
E13D4,TULANCINGO DE BRAVO,MORENA,HIDALGO,45.00%,42.35%,47.22%
E14D18,AUTLAN DE NAVARRO,MORENA,JALISCO,27.06%,24.55%,29.16%
E14D19,CIUDAD GUZMAN,MORENA,JALISCO,28.55%,27.17%,29.71%
E14D11,GUADALAJARA,MORENA,JALISCO,28.82%,26.95%,30.39%
E14D14,GUADALAJARA,MORENA,JALISCO,29.96%,27.95%,31.64%
E14D8,GUADALAJARA,MORENA,JALISCO,25.67%,22.25%,28.53%
E14D9,GUADALAJARA,MORENA,JALISCO,30.09%,27.17%,32.54%
E14D17,JOCOTEPEC,MORENA,JALISCO,25.96%,23.72%,27.83%
E14D15,LA BARCA,MORENA,JALISCO,25.48%,22.88%,27.66%
E14D2,LAGOS DE MORENO,MORENA,JALISCO,18.03%,14.94%,20.63%
E14D5,PUERTO VALLARTA,MORENA,JALISCO,30.80%,28.43%,32.79%
E14D12,SANTA CRUZ DE LAS FLORES,MORENA,JALISCO,31.11%,28.68%,33.15%
E14D3,TEPATITLAN DE MORELOS,MORENA,JALISCO,15.30%,13.43%,16.86%
E14D1,TEQUILA,MORENA,JALISCO,24.71%,22.85%,26.27%
E14D13,TLAQUEPAQUE,MORENA,JALISCO,28.38%,25.55%,30.75%
E14D16,TLAQUEPAQUE,MORENA,JALISCO,31.05%,27.74%,33.83%
E14D20,TONALA,MORENA,JALISCO,27.35%,23.99%,30.17%
E14D7,TONALA,MORENA,JALISCO,30.60%,27.05%,33.58%
E14D10,ZAPOPAN,MORENA,JALISCO,23.85%,22.77%,24.77%
E14D4,ZAPOPAN,MORENA,JALISCO,28.31%,26.45%,29.87%
E14D6,ZAPOPAN,MORENA,JALISCO,27.38%,24.79%,29.56%
E16D12,APATZINGAN DE LA CONSTITUCION,MORENA,MICHOACÁN,38.78%,33.19%,43.47%
E16D6,CIUDAD HIDALGO,MORENA,MICHOACÁN,29.39%,26.78%,31.57%
E16D3,HEROICA ZITACUARO,MORENA,MICHOACÁN,30.23%,22.65%,36.60%
E16D4,JIQUILPAN DE JUAREZ,MORENA,MICHOACÁN,31.11%,27.00%,34.55%
E16D1,LAZARO CARDENAS,MORENA,MICHOACÁN,40.35%,36.88%,43.26%
E16D10,MORELIA,MORENA,MICHOACÁN,33.14%,29.65%,36.07%
E16D8,MORELIA,MORENA,MICHOACÁN,34.49%,33.11%,35.66%
E16D11,PATZCUARO,MORENA,MICHOACÁN,33.11%,23.94%,40.81%
E16D2,PURUANDIRO,MORENA,MICHOACÁN,30.65%,21.75%,38.12%
E16D9,URUAPAN DEL PROGRESO,MORENA,MICHOACÁN,37.85%,33.55%,41.45%
E16D7,ZACAPU,MORENA,MICHOACÁN,32.26%,28.05%,35.80%
E16D5,ZAMORA DE HIDALGO,MORENA,MICHOACÁN,33.28%,32.03%,34.33%
E17D3,CUAUTLA,MORENA,MORELOS,40.10%,37.88%,41.96%
E17D1,CUERNAVACA,MORENA,MORELOS,41.11%,39.73%,42.27%
E17D2,JIUTEPEC,MORENA,MORELOS,40.46%,38.96%,41.72%
E17D4,JOJUTLA,MORENA,MORELOS,39.90%,37.66%,41.79%
E17D5,YAUTEPEC,MORENA,MORELOS,36.49%,34.26%,38.37%
E15D21,AMECAMECA DE JUAREZ,MORENA,MÉXICO,43.55%,41.27%,45.47%
E15D3,ATLACOMULCO DE FABELA,MORENA,MÉXICO,33.93%,31.77%,35.74%
E15D20,CD. NEZAHUALCOYOTL,MORENA,MÉXICO,44.30%,35.93%,51.33%
E15D29,CD. NEZAHUALCOYOTL,MORENA,MÉXICO,42.72%,32.30%,51.47%
E15D31,CD. NEZAHUALCOYOTL,MORENA,MÉXICO,42.26%,29.25%,53.18%
E15D33,CHALCO DE DIAZ COVARRUBIAS,MORENA,MÉXICO,42.49%,40.82%,43.89%
E15D25,CHIMALHUACAN,MORENA,MÉXICO,43.75%,42.21%,45.04%
E15D30,CHIMALHUACAN,MORENA,MÉXICO,41.15%,35.21%,46.14%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,MORENA,MÉXICO,38.63%,37.68%,39.42%
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,MORENA,MÉXICO,38.45%,37.67%,39.10%
E15D6,COACALCO DE BERRIOZABAL,MORENA,MÉXICO,45.60%,41.35%,49.17%
E15D37,CUAUTITLAN,MORENA,MÉXICO,43.42%,41.84%,44.74%
E15D7,CUAUTITLAN IZCALLI,MORENA,MÉXICO,41.68%,40.23%,42.90%
E15D10,ECATEPEC DE MORELOS,MORENA,MÉXICO,46.88%,44.41%,48.96%
E15D11,ECATEPEC DE MORELOS,MORENA,MÉXICO,46.73%,44.35%,48.72%
E15D13,ECATEPEC DE MORELOS,MORENA,MÉXICO,47.90%,45.64%,49.80%
E15D16,ECATEPEC DE MORELOS,MORENA,MÉXICO,47.11%,46.34%,47.76%
E15D17,ECATEPEC DE MORELOS,MORENA,MÉXICO,48.14%,45.97%,49.95%
E15D18,HUIXQUILUCAN DE DEGOLLADO,MORENA,MÉXICO,31.22%,28.09%,33.86%
E15D12,IXTAPALUCA,MORENA,MÉXICO,40.91%,36.42%,44.68%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,MORENA,MÉXICO,29.51%,27.82%,30.94%
E15D23,LERMA DE VILLADA,MORENA,MÉXICO,35.17%,34.29%,35.90%
E15D39,LOS REYES ACAQUILPAN,MORENA,MÉXICO,43.10%,40.38%,45.38%
E15D27,METEPEC,MORENA,MÉXICO,33.65%,30.65%,36.17%
E15D22,NAUCALPAN DE JUAREZ,MORENA,MÉXICO,34.72%,33.91%,35.40%
E15D24,NAUCALPAN DE JUAREZ,MORENA,MÉXICO,41.01%,39.63%,42.17%
E15D4,NICOLAS ROMERO,MORENA,MÉXICO,41.08%,39.82%,42.15%
E15D41,OJO DE AGUA,MORENA,MÉXICO,44.12%,42.47%,45.50%
E15D9,SAN FELIPE DEL PROGRESO,MORENA,MÉXICO,30.31%,28.97%,31.43%
E15D40,SAN MIGUEL ZINACANTEPEC,MORENA,MÉXICO,35.19%,33.86%,36.30%
E15D2,SANTA MARIA TULTEPEC,MORENA,MÉXICO,40.39%,37.80%,42.57%
E15D36,TEJUPILCO DE HIDALGO,MORENA,MÉXICO,32.40%,28.91%,35.33%
E15D35,TENANCINGO DE DEGOLLADO,MORENA,MÉXICO,34.80%,33.36%,36.01%
E15D5,TEOTIHUACAN DE ARISTA,MORENA,MÉXICO,40.89%,39.49%,42.06%
E15D38,TEXCOCO DE MORA,MORENA,MÉXICO,59.56%,57.39%,61.38%
E15D19,TLALNEPANTLA DE BAZ,MORENA,MÉXICO,40.68%,38.67%,42.37%
E15D26,TOLUCA DE LERDO,MORENA,MÉXICO,35.61%,33.41%,37.46%
E15D34,TOLUCA DE LERDO,MORENA,MÉXICO,35.90%,34.65%,36.96%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,MORENA,MÉXICO,45.90%,44.46%,47.10%
E15D32,VALLE DE CHALCO SOLIDARIDAD,MORENA,MÉXICO,51.23%,43.94%,57.34%
E15D28,ZUMPANGO DE OCAMPO,MORENA,MÉXICO,38.61%,35.90%,40.89%
E18D3,COMPOSTELA,MORENA,NAYARIT,41.30%,39.46%,42.84%
E18D1,SANTIAGO IXCUINTLA,MORENA,NAYARIT,39.97%,38.24%,41.42%
E18D2,TEPIC,MORENA,NAYARIT,46.24%,44.67%,47.56%
E19D2,APODACA,MORENA,NUEVO LEÓN,28.17%,25.82%,30.14%
E19D12,BENITO JUAREZ,MORENA,NUEVO LEÓN,28.37%,26.36%,30.05%
E19D7,GARCIA,MORENA,NUEVO LEÓN,26.18%,23.67%,28.28%
E19D3,GRAL. ESCOBEDO,MORENA,NUEVO LEÓN,25.42%,23.13%,27.34%
E19D11,GUADALUPE,MORENA,NUEVO LEÓN,23.64%,21.70%,25.27%
E19D8,GUADALUPE,MORENA,NUEVO LEÓN,26.66%,24.21%,28.71%
E19D9,LINARES,MORENA,NUEVO LEÓN,17.08%,14.36%,19.37%
E19D10,MONTERREY,MORENA,NUEVO LEÓN,20.85%,19.03%,22.38%
E19D5,MONTERREY,MORENA,NUEVO LEÓN,20.19%,15.14%,24.43%
E19D6,MONTERREY,MORENA,NUEVO LEÓN,19.66%,17.88%,21.15%
E19D4,SAN NICOLAS DE LOS GARZA,MORENA,NUEVO LEÓN,21.17%,19.17%,22.84%
E19D1,SANTA CATARINA,MORENA,NUEVO LEÓN,20.42%,18.30%,22.19%
E20D7,CIUDAD IXTEPEC,MORENA,OAXACA,40.86%,38.42%,42.91%
E20D3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,MORENA,OAXACA,44.95%,42.39%,47.11%
E20D6,HEROICA CIUDAD DE TLAXIACO,MORENA,OAXACA,46.40%,43.82%,48.57%
E20D10,MIAHUATLAN DE PORFIRIO DIAZ,MORENA,OAXACA,39.57%,36.60%,42.05%
E20D8,OAXACA DE JUAREZ,MORENA,OAXACA,45.89%,42.78%,48.49%
E20D9,PUERTO ESCONDIDO,MORENA,OAXACA,42.13%,40.50%,43.50%
E20D5,SALINA CRUZ,MORENA,OAXACA,45.14%,43.77%,46.29%
E20D1,SAN JUAN BAUTISTA TUXTEPEC,MORENA,OAXACA,41.22%,37.50%,44.35%
E20D2,TEOTITLAN DE FLORES MAGON,MORENA,OAXACA,44.92%,42.78%,46.72%
E20D4,TLACOLULA DE MATAMOROS,MORENA,OAXACA,48.45%,43.75%,52.40%
E21D14,ACATLAN DE OSORIO,MORENA,PUEBLA,37.14%,34.92%,39.01%
E21D4,AJALPAN,MORENA,PUEBLA,35.58%,33.51%,37.31%
E21D13,ATLIXCO,MORENA,PUEBLA,37.03%,35.20%,38.57%
E21D10,CHOLULA DE RIVADAVIA,MORENA,PUEBLA,43.51%,41.77%,44.97%
E21D8,CIUDAD SERDAN,MORENA,PUEBLA,27.91%,27.06%,28.62%
E21D2,CUAUTILULCO BARRIO,MORENA,PUEBLA,23.66%,21.95%,25.10%
E21D11,HEROICA PUEBLA DE ZARAGOZA,MORENA,PUEBLA,46.60%,43.09%,49.55%
E21D12,HEROICA PUEBLA DE ZARAGOZA,MORENA,PUEBLA,45.45%,41.53%,48.74%
E21D6,HEROICA PUEBLA DE ZARAGOZA,MORENA,PUEBLA,48.23%,44.70%,51.19%
E21D9,HEROICA PUEBLA DE ZARAGOZA,MORENA,PUEBLA,45.75%,42.10%,48.81%
E21D1,HUAUCHINANGO DE DEGOLLADO,MORENA,PUEBLA,31.95%,30.84%,32.89%
E21D5,SAN MARTIN TEXMELUCAN DE LABASTIDA,MORENA,PUEBLA,39.10%,36.44%,41.32%
E21D15,TEHUACAN,MORENA,PUEBLA,42.26%,40.36%,43.86%
E21D7,TEPEACA,MORENA,PUEBLA,38.81%,37.13%,40.22%
E21D3,TEZIUTLAN,MORENA,PUEBLA,32.96%,30.06%,35.39%
E22D1,CADEREYTA DE MONTES,MORENA,QUERÉTARO,26.25%,24.31%,27.87%
E22D5,EL PUEBLITO,MORENA,QUERÉTARO,23.27%,22.00%,24.33%
E22D2,SAN JUAN DEL RIO,MORENA,QUERÉTARO,34.08%,31.58%,36.19%
E22D3,SANTIAGO DE QUERETARO,MORENA,QUERÉTARO,34.01%,32.27%,35.47%
E22D4,SANTIAGO DE QUERETARO,MORENA,QUERÉTARO,32.50%,31.38%,33.43%
E23D3,CANCUN,MORENA,QUINTANA ROO,54.03%,50.93%,56.62%
E23D4,CANCUN,MORENA,QUINTANA ROO,49.28%,46.68%,51.46%
E23D2,CHETUMAL,MORENA,QUINTANA ROO,43.82%,41.29%,45.95%
E23D1,PLAYA DEL CARMEN,MORENA,QUINTANA ROO,43.94%,41.80%,45.74%
E24D4,CIUDAD VALLES,MORENA,SAN LUIS POTOSÍ,31.79%,31.07%,32.39%
E24D1,MATEHUALA,MORENA,SAN LUIS POTOSÍ,21.87%,20.49%,23.02%
E24D3,RIOVERDE,MORENA,SAN LUIS POTOSÍ,19.76%,18.24%,21.03%
E24D5,SAN LUIS POTOSI,MORENA,SAN LUIS POTOSÍ,28.10%,25.12%,30.60%
E24D6,SAN LUIS POTOSI,MORENA,SAN LUIS POTOSÍ,32.25%,29.01%,34.98%
E24D2,SOLEDAD DE GRACIANO SANCHEZ,MORENA,SAN LUIS POTOSÍ,27.05%,19.14%,33.69%
E24D7,TAMAZUNCHALE,MORENA,SAN LUIS POTOSÍ,23.41%,19.95%,26.31%
E25D5,CULIACAN DE ROSALES,MORENA,SINALOA,51.85%,48.66%,54.52%
E25D7,CULIACAN DE ROSALES,MORENA,SINALOA,50.09%,47.62%,52.16%
E25D3,GUAMUCHIL,MORENA,SINALOA,41.04%,40.50%,41.49%
E25D4,GUASAVE,MORENA,SINALOA,42.80%,41.09%,44.24%
E25D2,LOS MOCHIS,MORENA,SINALOA,48.13%,45.91%,49.99%
E25D1,MAZATLAN,MORENA,SINALOA,42.95%,41.03%,44.57%
E25D6,MAZATLAN,MORENA,SINALOA,40.99%,39.88%,41.93%
E26D6,CD. OBREGON,MORENA,SONORA,50.23%,47.06%,52.89%
E26D4,GUAYMAS,MORENA,SONORA,39.25%,38.15%,40.18%
E26D3,HERMOSILLO,MORENA,SONORA,42.12%,40.97%,43.08%
E26D5,HERMOSILLO,MORENA,SONORA,40.75%,39.32%,41.95%
E26D7,NAVOJOA,MORENA,SONORA,42.21%,41.30%,42.98%
E26D2,NOGALES,MORENA,SONORA,38.91%,38.09%,39.59%
E26D1,SAN LUIS RIO COLORADO,MORENA,SONORA,42.36%,40.80%,43.67%
E27D3,COMALCALCO,MORENA,TABASCO,62.56%,56.60%,67.57%
E27D2,HEROICA CARDENAS,MORENA,TABASCO,58.34%,53.29%,62.57%
E27D1,MACUSPANA,MORENA,TABASCO,58.94%,54.98%,62.27%
E27D5,PARAISO,MORENA,TABASCO,60.30%,57.74%,62.46%
E27D4,VILLAHERMOSA,MORENA,TABASCO,68.92%,65.79%,71.55%
E27D6,VILLAHERMOSA,MORENA,TABASCO,58.28%,56.20%,60.03%
E28D7,CIUDAD MADERO,MORENA,TAMAULIPAS,39.80%,38.78%,40.66%
E28D6,CIUDAD MANTE,MORENA,TAMAULIPAS,22.62%,20.73%,24.21%
E28D5,CIUDAD VICTORIA,MORENA,TAMAULIPAS,28.89%,26.73%,30.71%
E28D4,H. MATAMOROS,MORENA,TAMAULIPAS,35.15%,32.92%,37.02%
E28D1,NUEVO LAREDO,MORENA,TAMAULIPAS,30.19%,29.32%,30.91%
E28D2,REYNOSA,MORENA,TAMAULIPAS,36.71%,35.44%,37.78%
E28D9,REYNOSA,MORENA,TAMAULIPAS,44.82%,43.43%,45.99%
E28D3,RIO BRAVO,MORENA,TAMAULIPAS,30.87%,28.79%,32.62%
E28D8,TAMPICO,MORENA,TAMAULIPAS,35.74%,33.95%,37.24%
E29D1,APIZACO,MORENA,TLAXCALA,52.52%,50.60%,54.14%
E29D2,TLAXCALA DE XICOHTENCATL,MORENA,TLAXCALA,49.22%,47.37%,50.78%
E29D3,ZACATELCO,MORENA,TLAXCALA,49.14%,46.92%,51.01%
E30D9,COATEPEC,MORENA,VERACRUZ,40.16%,38.23%,41.77%
E30D11,COATZACOALCOS,MORENA,VERACRUZ,64.44%,62.95%,65.68%
E30D16,CORDOBA,MORENA,VERACRUZ,45.98%,44.28%,47.40%
E30D17,COSAMALOAPAN,MORENA,VERACRUZ,40.63%,38.97%,42.02%
E30D20,COSOLEACAQUE,MORENA,VERACRUZ,47.54%,44.14%,50.40%
E30D13,HUATUSCO,MORENA,VERACRUZ,35.74%,34.32%,36.94%
E30D7,MARTINEZ DE LA TORRE,MORENA,VERACRUZ,42.12%,40.00%,43.91%
E30D14,MINATITLAN,MORENA,VERACRUZ,48.65%,46.19%,50.72%
E30D15,ORIZABA,MORENA,VERACRUZ,42.19%,40.90%,43.26%
E30D1,PANUCO,MORENA,VERACRUZ,34.46%,32.81%,35.85%
E30D6,PAPANTLA DE OLARTE,MORENA,VERACRUZ,38.84%,35.86%,41.34%
E30D5,POZA RICA DE HIDALGO,MORENA,VERACRUZ,44.06%,39.64%,47.77%
E30D19,SAN ANDRES TUXTLA,MORENA,VERACRUZ,42.03%,40.83%,43.04%
E30D2,TANTOYUCA,MORENA,VERACRUZ,29.02%,25.95%,31.59%
E30D3,TUXPAN DE RODRIGUEZ CANO,MORENA,VERACRUZ,40.93%,37.04%,44.20%
E30D12,VERACRUZ,MORENA,VERACRUZ,38.83%,36.37%,40.89%
E30D4,VERACRUZ,MORENA,VERACRUZ,40.06%,38.30%,41.54%
E30D10,XALAPA,MORENA,VERACRUZ,52.79%,48.91%,56.05%
E30D8,XALAPA,MORENA,VERACRUZ,41.33%,40.05%,42.40%
E30D18,ZONGOLICA,MORENA,VERACRUZ,38.18%,35.18%,40.70%
E31D3,MERIDA,MORENA,YUCATÁN,26.35%,23.82%,28.47%
E31D4,MERIDA,MORENA,YUCATÁN,25.21%,23.23%,26.87%
E31D2,PROGRESO,MORENA,YUCATÁN,19.92%,18.09%,21.46%
E31D5,TICUL,MORENA,YUCATÁN,19.82%,18.29%,21.11%
E31D1,VALLADOLID,MORENA,YUCATÁN,21.46%,19.13%,23.43%
E32D1,FRESNILLO,MORENA,ZACATECAS,34.37%,28.23%,39.53%
E32D4,GUADALUPE,MORENA,ZACATECAS,34.60%,31.94%,36.83%
E32D2,JEREZ DE GARCIA SALINAS,MORENA,ZACATECAS,19.55%,15.37%,23.06%
E32D3,ZACATECAS,MORENA,ZACATECAS,29.00%,27.49%,30.27%
E1D2,AGUASCALIENTES,RSP,AGUASCALIENTES,3.64%,0,7.71%
E1D3,AGUASCALIENTES,RSP,AGUASCALIENTES,2.80%,0,7.44%
E1D1,JESUS MARIA,RSP,AGUASCALIENTES,5.81%,1.52%,9.41%
E2D3,ENSENADA,RSP,BAJA CALIFORNIA,2.99%,0.86%,4.79%
E2D1,MEXICALI,RSP,BAJA CALIFORNIA,3.34%,0,7.23%
E2D2,MEXICALI,RSP,BAJA CALIFORNIA,2.62%,0,6.73%
E2D7,MEXICALI,RSP,BAJA CALIFORNIA,2.08%,0,5.18%
E2D4,TIJUANA,RSP,BAJA CALIFORNIA,4.64%,-0.05%,8.57%
E2D5,TIJUANA,RSP,BAJA CALIFORNIA,1.70%,0,6.20%
E2D6,TIJUANA,RSP,BAJA CALIFORNIA,2.02%,0,6.32%
E2D8,TIJUANA,RSP,BAJA CALIFORNIA,1.99%,0,5.69%
E3D1,LA PAZ,RSP,BAJA CALIFORNIA SUR,4.73%,3.26%,5.97%
E3D2,SAN JOSE DEL CABO,RSP,BAJA CALIFORNIA SUR,3.43%,0.66%,5.75%
E4D2,CIUDAD DEL CARMEN,RSP,CAMPECHE,0.20%,0,3.50%
E4D1,SAN FRANCISCO DE CAMPECHE,RSP,CAMPECHE,2.83%,0,8.99%
E7D2,BOCHIL,RSP,CHIAPAS,5.03%,0,16.51%
E7D8,COMITAN DE DOMINGUEZ,RSP,CHIAPAS,7.81%,0,23.65%
E7D13,HUEHUETAN,RSP,CHIAPAS,5.29%,0,14.33%
E7D11,LAS MARGARITAS,RSP,CHIAPAS,7.89%,0,21.67%
E7D3,OCOSINGO,RSP,CHIAPAS,11.38%,0,27.63%
E7D1,PALENQUE,RSP,CHIAPAS,6.93%,0,24.00%
E7D4,PICHUCALCO,RSP,CHIAPAS,6.68%,0,21.84%
E7D5,SAN CRISTOBAL DE LAS CASAS,RSP,CHIAPAS,6.61%,0,22.81%
E7D12,TAPACHULA,RSP,CHIAPAS,3.29%,0,15.49%
E7D7,TONALA,RSP,CHIAPAS,7.41%,0,21.96%
E7D6,TUXTLA GUTIERREZ,RSP,CHIAPAS,3.46%,0,13.44%
E7D9,TUXTLA GUTIERREZ,RSP,CHIAPAS,3.59%,0,12.45%
E7D10,VILLAFLORES,RSP,CHIAPAS,6.86%,0,22.40%
E8D6,CHIHUAHUA,RSP,CHIHUAHUA,2.82%,0,6.37%
E8D8,CHIHUAHUA,RSP,CHIHUAHUA,4.20%,0.43%,7.36%
E8D7,CUAUHTEMOC,RSP,CHIHUAHUA,2.99%,-0.54%,5.95%
E8D5,DELICIAS,RSP,CHIHUAHUA,4.73%,1.22%,7.68%
E8D9,HIDALGO DEL PARRAL,RSP,CHIHUAHUA,3.86%,-0.52%,7.54%
E8D1,JUAREZ,RSP,CHIHUAHUA,4.80%,0.81%,8.16%
E8D2,JUAREZ,RSP,CHIHUAHUA,4.88%,-0.86%,9.70%
E8D3,JUAREZ,RSP,CHIHUAHUA,4.44%,0.04%,8.13%
E8D4,JUAREZ,RSP,CHIHUAHUA,3.43%,-0.28%,6.53%
E9D16,ALVARO OBREGON,RSP,CIUDAD DE MÉXICO,4.68%,0,11.54%
E9D3,AZCAPOTZALCO,RSP,CIUDAD DE MÉXICO,4.29%,0,9.30%
E9D15,BENITO JUAREZ,RSP,CIUDAD DE MÉXICO,2.78%,0,7.78%
E9D23,COYOACAN,RSP,CIUDAD DE MÉXICO,3.77%,0,9.55%
E9D24,COYOACAN,RSP,CIUDAD DE MÉXICO,4.10%,0,8.92%
E9D17,CUAJIMALPA DE MORELOS,RSP,CIUDAD DE MÉXICO,4.03%,0,8.98%
E9D12,CUAUHTEMOC,RSP,CIUDAD DE MÉXICO,3.48%,0,7.87%
E9D8,CUAUHTEMOC,RSP,CIUDAD DE MÉXICO,4.02%,0,8.40%
E9D1,GUSTAVO A. MADERO,RSP,CIUDAD DE MÉXICO,4.18%,0,10.21%
E9D2,GUSTAVO A. MADERO,RSP,CIUDAD DE MÉXICO,3.38%,0,7.74%
E9D7,GUSTAVO A. MADERO,RSP,CIUDAD DE MÉXICO,3.85%,0,9.21%
E9D13,IZTACALCO,RSP,CIUDAD DE MÉXICO,4.86%,0,11.58%
E9D18,IZTAPALAPA,RSP,CIUDAD DE MÉXICO,5.36%,0,12.24%
E9D19,IZTAPALAPA,RSP,CIUDAD DE MÉXICO,5.22%,0,13.00%
E9D20,IZTAPALAPA,RSP,CIUDAD DE MÉXICO,4.48%,0,10.50%
E9D22,IZTAPALAPA,RSP,CIUDAD DE MÉXICO,5.62%,0,13.91%
E9D4,IZTAPALAPA,RSP,CIUDAD DE MÉXICO,4.82%,0,11.18%
E9D6,LA MAGDALENA CONTRERAS,RSP,CIUDAD DE MÉXICO,3.51%,0,8.23%
E9D10,MIGUEL HIDALGO,RSP,CIUDAD DE MÉXICO,2.92%,0,7.68%
E9D9,TLAHUAC,RSP,CIUDAD DE MÉXICO,4.45%,0,10.50%
E9D14,TLALPAN,RSP,CIUDAD DE MÉXICO,3.41%,0,8.74%
E9D5,TLALPAN,RSP,CIUDAD DE MÉXICO,2.44%,0,7.66%
E9D11,VENUSTIANO CARRANZA,RSP,CIUDAD DE MÉXICO,4.07%,0,10.56%
E9D21,XOCHIMILCO,RSP,CIUDAD DE MÉXICO,2.17%,0,8.17%
E5D3,MONCLOVA,RSP,COAHUILA,2.18%,0,4.94%
E5D1,PIEDRAS NEGRAS,RSP,COAHUILA,2.76%,0,5.79%
E5D4,SALTILLO,RSP,COAHUILA,2.61%,0,6.44%
E5D7,SALTILLO,RSP,COAHUILA,2.20%,0,6.23%
E5D2,SAN PEDRO,RSP,COAHUILA,3.10%,0,6.33%
E5D5,TORREON,RSP,COAHUILA,1.58%,0,4.46%
E5D6,TORREON,RSP,COAHUILA,1.81%,0,5.58%
